GeneID	GeneSymbol	Type	LFC	FDR
18741	Pitx2	mRNA	-3.92297134347247	4.53786731361683E-10
18976	Pomc	mRNA	3.99443388959426	1.43562194655903E-202
18996	Pou4f1	mRNA	-1.82109172945326	6.733089980556021E-20
18997	Pou4f2	mRNA	-1.64344881485011	1.4638748476578899E-12
19109	Prl	mRNA	2.79021686741061	6.8035737888757205E-15
19739	Rgs9	mRNA	-1.10217089034991	5.00252766415711E-63
20199	S100a5	mRNA	2.75348951173418	9.85412016511935E-81
20274	Scn9a	mRNA	-1.35456418302405	1.3765357992434E-13
20304	Ccl5	mRNA	1.40400997914118	3.751153603814E-4
20429	Shox2	mRNA	-1.01118906708827	1.5235918930183E-35
20471	Six1	mRNA	1.22451626885009	7.702421172576E-4
20472	Six2	mRNA	1.55815534626415	9.12279044627846E-6
20473	Six3	mRNA	-1.28530508981694	3.9539695054944303E-25
20538	Slc6a2	mRNA	-1.02435613822462	3.23182888055821E-19
20609	Sstr5	mRNA	-2.26149594889053	3.34674672885914E-7
20669	Sox14	mRNA	-1.24728208967082	2.62954780569415E-6
208080	Ubap1l	mRNA	-1.25896824783159	1.01020022390827E-16
208188	Ghsr	mRNA	-1.70057892213602	1.64363409899738E-6
209268	Igsf1	mRNA	-1.01588786130161	1.45423170477785E-32
209540	Rtl9	mRNA	-1.22233168145456	1.93439076066002E-10
211468	Kcnh8	mRNA	-1.04850222555633	2.09013421072E-4
211924	Dsg1c	mRNA	-4.13596506680667	1.352359087538E-4
21333	Tac1	mRNA	-1.18017485825638	2.03379476106462E-63
21338	Tacr3	mRNA	-1.42425973717336	2.53872257017841E-21
21349	Tal1	mRNA	-1.23034054854214	1.09926922814857E-16
214084	Slc18a2	mRNA	-1.51643578990389	4.85008836548419E-129
216227	Slc17a8	mRNA	-1.50793384419362	3.71380647723246E-14
216343	Tph2	mRNA	-2.44270922953631	1.4006442382566601E-155
216984	Evi2b	mRNA	1.15982176082417	9.56668071662482E-5
22178	Tyrp1	mRNA	1.04342026388471	4.520507922181E-4
22226	Ucn	mRNA	-2.43316607579165	1.70724851454616E-13
226359	C1ql2	mRNA	-1.37277426091199	7.58138505246668E-20
229277	Stoml3	mRNA	2.34801518575172	6.66295529634664E-33
229357	Gpr149	mRNA	-1.08549643303853	1.16927423954944E-7
231290	Slc10a4	mRNA	-1.12627108381332	8.04604915870501E-32
232798	Leng8	mRNA	-1.00852024154668	0.0
232974	Erfl	mRNA	-1.11078650381067	4.407849310035E-4
237175	Adgrg2	mRNA	-1.21200095783921	1.25624070219948E-6
239250	Slitrk6	mRNA	-1.02425467930965	1.64030098141069E-5
239659	C1ql4	mRNA	-1.79201066558931	6.25755066892843E-21
239790	Ostn	mRNA	1.03491378263131	2.465193744903E-4
240215	Slc4a9	mRNA	-1.23070555677708	5.141431483161E-4
240239	Gpr151	mRNA	-1.82610980421988	2.03916644813791E-5
242505	Rasef	mRNA	-2.71146723827876	8.117947186419E-4
242939	Cpz	mRNA	1.71703252080665	9.313233008841E-4
243407	Qrfprl	mRNA	-1.52654952236097	9.212351424972E-4
243634	Ano2	mRNA	-1.6699906023026	1.63096243182694E-7
243967	Ntn5	mRNA	1.40982583369838	1.98938977441362E-8
244810	AW551984	mRNA	-1.33599457150689	2.5201456697935E-90
245424	Gpr101	mRNA	-1.63346472627748	3.41892045009605E-26
245526	Pgr15l	mRNA	-1.55439315528629	3.29901241814111E-6
260298	Fev	mRNA	-1.21200095783921	1.25624070219948E-6
268958	Capn11	mRNA	2.60059061258454	3.7938692065094105E-20
27083	Xlr4b	mRNA	-3.12614736945052	3.52914686917579E-7
271278	BC024139	mRNA	-1.07839811203926	2.351980862065E-4
27220	Cartpt	mRNA	-1.80612092988646	1.2407874175514802E-67
27385	Magel2	mRNA	-1.64529016167427	1.35302647237004E-20
278795	Lrrc10b	mRNA	-1.42273919370973	8.8087078540467E-23
317750	Slc24a5	mRNA	1.05315384997549	1.87790638135472E-14
319158	H4c9	mRNA	1.18031646493955	1.77186053199E-4
319192	H2ac19	mRNA	-5.01567083308896	1.38067379131E-4
320116	Fndc9	mRNA	-1.91639868954898	7.07948262702573E-30
330963	Ankdd1a	mRNA	-1.31384679207732	3.93197936769181E-8
331374	Dgkk	mRNA	-1.64286342427973	5.81395762200037E-38
353326	Rtl1	mRNA	-1.04484303766073	0.0
381359	Prdm12	mRNA	-3.95539282116485	2.51076436789787E-10
381917	Dnah3	mRNA	-1.14161162994781	6.690550320595E-4
382543	Ankfn1	mRNA	-1.41107230494104	7.16412427379925E-8
432628	Mfsd2b	mRNA	-1.06956384108416	8.213355508264E-4
52670	Cpsf4l	mRNA	1.06419790719303	7.94109760391732E-8
54156	Egfl6	mRNA	-1.04850222555633	1.30973212735749E-5
54373	Prss16	mRNA	1.03166812312766	9.5298780933E-4
545192	Baiap3	mRNA	-1.17674239489817	3.00843256401688E-156
56742	Psrc1	mRNA	1.19821952514186	2.63857111853494E-15
57249	Gabrq	mRNA	-1.44110233571542	3.72641402010741E-43
574437	Xlr3b	mRNA	-1.16067804248651	9.14896692581638E-22
63993	Slc5a7	mRNA	-1.10722466467903	1.10616007407051E-31
64290	Foxb1	mRNA	-1.28296747919335	1.35235596001795E-7
64293	Stk32b	mRNA	-1.31510324641031	6.6231703327391205E-15
664837	Gm7361	mRNA	-1.30973213454337	4.58201071911034E-5
665578	Gm7697	mRNA	-1.28399135922907	2.47316882057893E-6
666485	Gm8127	mRNA	4.82235563880743	3.359011371495E-4
667118	Zbed6	mRNA	-1.73577457172591	2.3290869494946198E-36
67077	Catsperz	mRNA	1.38213212877353	1.117799754E-4
71149	Tex52	mRNA	-1.34128397478417	7.353922130165E-4
71877	Efhc1	mRNA	3.06252908683242	1.1741748505254699E-179
73608	Marveld3	mRNA	1.2283379798025	4.181285637481E-4
74644	4930426D05Rik	mRNA	-1.02939340260862	7.139326792663E-4
75404	Arhgap36	mRNA	-1.10370772757978	1.81973390351193E-26
76206	Gpr165	mRNA	-1.19678223295866	1.3024933162965299E-11
76915	Mnd1	mRNA	1.15313163561332	4.472100329246E-4
77018	Col25a1	mRNA	-1.15669186202708	9.56247325607308E-71
78709	Spink8	mRNA	1.50169485700415	9.692049762809E-4
