GeneID	GeneSymbol	Type	LFC	FDR
628991	Obp1b	mRNA	-4.85893558486208	2.60386146211725E-7
64290	Foxb1	mRNA	1.1339622994527	3.92691008124868E-6
64378	Gpr88	mRNA	1.238076296033	3.78099112364012E-79
65086	Lpar3	mRNA	-1.28750146898557	4.78815627054227E-5
65255	Asb4	mRNA	1.18846025457421	2.25938722435952E-8
65956	Ccl21c	mRNA	1.59666476414957	1.06314536511836E-8
68039	Nmb	mRNA	-1.22571950060718	9.63068540114695E-76
68553	Col6a4	mRNA	1.84178154795939	2.68528307026977E-5
68655	Fndc1	mRNA	-1.04274123462067	1.96140787498019E-15
69217	Plekha4	mRNA	-1.22481620076963	8.28175714916029E-16
70788	Klhl30	mRNA	-1.30913911824402	2.85494042487564E-32
71351	5430402E10Rik	mRNA	-6.12059395245678	8.34848261305393E-9
73902	Psmb11	mRNA	-1.88311121390624	6.010530399401E-4
75404	Arhgap36	mRNA	1.03442662590179	1.8977383240462102E-23
75600	Calml4	mRNA	1.04565388132504	7.9805782818758E-6
76905	Lrg1	mRNA	1.00163669078412	6.62072174694567E-20
80903	Fgf16	mRNA	-1.34108250919042	3.20026005319652E-6
83558	Tex11	mRNA	3.2043516273441	6.304199323435E-4
94215	Ugt2a1	mRNA	-5.42500499273551	9.74642889295604E-6
