Gene ID	Gene Symbol	Type	log2 (exp / control)	log2 (happy / control)	log2 (happy / exp)	Qvalue (exp / control)	Qvalue (happy / control)	Qvalue (happy / exp)
100038847	Gm10406	mRNA	0.820408160825741	0.0333617429699983	-0.787046417855742	5.13885050092173E-6	0.909971924545056	6.20693926301712E-6
100038882	Isg15	mRNA	-0.232677444241051	0.694158275968352	0.926835720209403	0.3376192512866	1.78605289393258E-5	2.77486256719036E-8
100038909	Gm14548	mRNA	-0.256299513801052	-0.555427841422772	-0.29912832762172	0.745333700382479	0.404530640197931	0.695154192049728
100038947	Sirpb1c	mRNA	2.26298881447844	1.45754542799067	-0.805443386487771	0.0163840127836535	0.184742817500685	0.29850511537105
100038949	Gm1979	mRNA	2.8479513151996	1.84191409765394	-1.00603721754566	0.0625249066626622	0.318146422245733	0.386417979350062
100038993	Gm2002	mRNA	0.300998495806786	-0.162481749939473	-0.46348024574626	0.351844252838812	0.643551598158413	0.106065006760256
100039045	Gm10471	mRNA	1.51284379709402	1.13276578867473	-0.38007800841929	0.0016114023950705	0.0251340916759343	0.391054078070077
100039053	Gm2023	mRNA	0.287723554269185	0.0447933112551061	-0.242930243014079	0.63810676787698	0.952127434366164	0.662505118631191
100039060	Gm2026	mRNA	0.0458308488741294	0.0196977829395021	-0.0261330659346274	0.554797684209366	0.798578461743809	0.725739790671737
100039123	Gm14295	mRNA	0.299378734505562	0.286668589764772	-0.0127101447407895	2.82734515544505E-16	1.79674022425425E-15	0.789620405861243
100039139	Ccdc152	mRNA	0.51534304528426	0.315535568681977	-0.199807476602283	0.0038323408935889	0.089643718275181	0.271315986810062
100039175	Gm9780	mRNA	0.873375407146886	1.30813730325682	0.434761896109938	0.0211662835200986	3.30738559043865E-5	0.153270614070238
100039192	Tmem254c	mRNA	-0.694811724978033	-1.04503208596537	-0.350220360987334	1.52788985948565E-6	7.22108839820214E-13	0.0563924369283425
100039210	Gm2102	mRNA	0.207263222764004	0.0374547009855434	-0.169808521778461	0.432822821861058	0.900363809859333	0.491121110943159
100039227	Duxbl2	mRNA	-0.598034682690548	-1.24472971882055	-0.646695036130003	0.414424616420035	0.065514099103111	0.445270095533045
100039246	Plac9b	mRNA	0.346533306368279	0.785271620852032	0.438738314483753	0.0163238982042841	2.2184170162936297E-11	1.374330634431E-4
100039257	Tmem254b	mRNA	0.306669301326075	0.514566340326784	0.207897039000708	1.69133458859761E-13	1.3780516769315499E-40	4.54148942240013E-8
100039284	Gm2137	mRNA	0.265653026121081	0.424895718757483	0.159242692636401	0.0358861261455579	1.044134016563E-4	0.176988357292607
100039293	Duxbl3	mRNA	1.83312202113818	1.89930875803948	0.066186736901299	9.17256995931E-4	2.489764843172E-4	0.9083413173289
100039441	Gm2237	mRNA	0.896130707072079	-0.506321925907391	-1.40245263297947	0.0159137420468067	0.307982468390679	1.582698588446E-4
100039596	Tcf24	mRNA	-0.169931872604396	-0.572071052775425	-0.402139180171029	0.70585484544298	0.11563574455133	0.316396209172091
100039707	Mthfsl	mRNA	0.0586917492562573	0.272637554070911	0.213945804814654	0.524932366558677	2.98413923973407E-5	0.0012896511939023
100039781	Hrct1	mRNA	0.837734714896692	1.31349905837397	0.475764343477275	0.0032728022782904	3.85916387941885E-8	0.0348338593829044
100039789	Gm12407	mRNA	-0.225761825708777	1.30418514249738	1.52994696820615	0.866980083456401	0.0643409761255145	0.035725343115112
100039795	Ildr2	mRNA	-0.305471212492079	-0.421733568567785	-0.116262356075706	9.131976598924041E-25	5.61769915881632E-46	5.341042791642E-4
100039796	Tgtp2	mRNA	-0.465618550024433	0.0687935330790547	0.534412083103488	0.0263559079160538	0.760603733174659	0.0055783448711431
100039815	Gm2436	mRNA	0.206084763905331	0.281825514458993	0.0757407505536614	0.275351748577719	0.0825926074340831	0.689247688564423
100039830	Gm2446	mRNA	0.206084763905331	0.281825514458993	0.0757407505536614	0.275351748577719	0.0825926074340831	0.689247688564423
100039848	Gm2457	mRNA	0.208168017425765	0.861216082307427	0.653048064881662	0.858199838809348	0.258718527485271	0.398593846806677
100039863	Gm13306	mRNA	-0.934623877525921	0.876965064258806	1.81158894178473	0.0431784662994662	0.0041804680648351	1.73234374683438E-7
100039899	Tex13d	mRNA	0.297461031735583	-0.014075599654538	-0.311536631390121	0.83582153493918	1.0	0.804507697541588
100039939	Gm2506	mRNA	0.544195372730246	0.27862028172821	-0.265575091002036	1.27771430891822E-6	0.0215828370742117	0.0164811199265864
100039953	Gfy	mRNA	-3.04530056656894	-1.74587948870497	1.29942107786398	6.64369605974425E-16	5.70946266120278E-9	0.0179784012373864
100039968	Tmem35b	mRNA	0.16607063171226	0.0400318056849122	-0.126038826027348	0.459183627938961	0.869207209775678	0.552174572262232
100040016	Rhox2e	mRNA	0.0344266259017895	-0.014075599654538	-0.0485022255563276	0.995089455873915	0.999520528318976	0.990185018753982
100040035	Gm2564	mRNA	0.208168017425765	0.861216082307427	0.653048064881662	0.858199838809348	0.258718527485271	0.398593846806677
100040048	Ccl27b	mRNA	0.347757867446327	0.235151204548442	-0.112606662897885	6.89885231490163E-8	3.367118994773E-4	0.0940905427969158
100040049	Smim38	mRNA	0.918949408481853	0.929340871979094	0.0103914634972407	0.133435319619145	0.0985287597763223	0.992946630670694
100040233	Gm10334	mRNA	-2.18796579543466	-0.361998903074845	1.82596689235981	0.0211282709265294	0.650456333189709	0.0639435299428387
100040462	Mndal	mRNA	0.0739549900884275	0.286319333683184	0.212364343594756	0.816785781327591	0.204422178450854	0.367041656393518
100040500	Gm2808	mRNA	0.887245580115767	-0.477929014876428	-1.36517459499219	0.401305327647058	0.722274567476487	0.170297096351745
100040531	Dynlt1f	mRNA	0.125024243007364	0.178404052476612	0.0533798094692475	0.375270635055582	0.136441226692324	0.699527726792373
100040545	Gm2832	mRNA	-0.0049453875601178	-0.167142327629415	-0.162196940069297	0.994022036545697	0.77930501862887	0.786492244274037
100040563	Dynlt1c	mRNA	-0.246351749087874	-0.0580958486345423	0.188255900453332	0.0115451755134564	0.590211435506955	0.0517315863261749
100040591	Kcnj13	mRNA	0.269506970164582	0.852260897603347	0.582753927438765	0.0107127298452412	1.28324395463934E-24	5.71478144514843E-13
100040599	Gm15319	mRNA	0.608757574893059	-0.119524898238268	-0.728282473131327	0.754876146901506	0.965579637172712	0.675732775142107
100040608	Fancf	mRNA	0.0368226705958238	-0.0550971034177298	-0.0919197740135537	0.847288408558648	0.737143158650788	0.55644251788212
100040671	Gm2897	mRNA	0.102265080648218	-0.122496974728972	-0.22476205537719	0.640153915893842	0.53434305745153	0.209838605630118
100040697	Gm10340	mRNA	0.455002308722064	-0.988410716261191	-1.44341302498325	0.66077669092956	0.36598475223336	0.130424062982978
100040766	Mroh2a	mRNA	-1.04420121446127	0.175471449679158	1.21967266414043	0.2468515826106	0.829400587386079	0.120724682188422
100040807	Gm2977	mRNA	0.529402361396753	-0.569891754716178	-1.09929411611293	0.566684643469116	0.573729709956095	0.190920364424828
100040870	Gm3005	mRNA	0.624140497243825	-0.260629342285345	-0.88476983952917	0.0060262547339175	0.363607418416174	5.90964717619588E-5
100040926	Gm3045	mRNA	-0.0911042561820692	0.155849401787774	0.246953657969843	0.902029680428077	0.790156083982705	0.667925630250105
100040935	Gm3050	mRNA	0.529402361396753	-0.569891754716178	-1.09929411611293	0.566684643469116	0.573729709956095	0.190920364424828
100040944	Gm3055	mRNA	-0.103375954514156	-0.10866566380058	-0.0052897092864238	0.334588321715507	0.261045673622611	0.978361807982558
100040972	Tceal7	mRNA	-0.304375287549969	0.668184102421533	0.972559389971502	0.523231700697337	0.033727801234688	0.0025822779818959
100041012	Gm3095	mRNA	-0.370774278173322	-0.857555739904557	-0.486781461731235	0.480462500556326	0.062633627857208	0.371675342631768
100041057	LOC100041057	mRNA	-0.96557337409821	0.570886901066618	1.53646027516483	0.717116655609024	0.757736950427362	0.445177136060342
100041151	Gm3636	mRNA	0.493196415530497	-0.0531525933364282	-0.546349008866925	4.63367872095049E-7	0.697466092695789	1.10892120221468E-8
100041194	Ahnak2	mRNA	0.485014109311643	0.0896970667828484	-0.395317042528794	4.1158322148755404E-14	0.261085936257396	2.99987841382284E-10
100041230	H4c17	mRNA	-1.38061087337705	-0.206720677596934	1.17389019578012	0.255605015830808	0.852461883187532	0.328430237340821
100041273	Ndufb4c	mRNA	0.18653544061219	0.317006376594928	0.130470935982738	0.0199435406870056	5.86639533154078E-6	0.0803089402454947
100041279	Gm3248	mRNA	0.296258284653926	-1.75585821011852	-2.05211649477245	0.763447796255808	0.084084035697121	0.0306582765927981
100041306	Gm3264	mRNA	0.315702841546477	0.041003587159366	-0.274699254387112	0.0015171577060074	0.751074727855962	0.0042502788123137
100041379	Zfp980	mRNA	-0.403694486490096	-0.375513709549326	0.0281807769407696	0.79172649702852	0.779495881067747	0.991268522354194
100041420	Gm3325	mRNA	0.0350038193645356	-0.169068114657035	-0.20407193402157	0.880271302053615	0.334297496721411	0.233325723929444
100041433	Zfp981	mRNA	-1.53441620945609	-3.16788093573357	-1.63346472627748	0.183312660162137	0.0170099248317621	0.413288833457078
100041504	LOC100041504	mRNA	0.0207377867932752	-1.07520114984512	-1.0959389366384	0.98545460165095	0.0361633070394036	0.03331084610589
100041515	Gm3383	mRNA	0.394747680641683	0.0613158223101952	-0.333431858331488	0.0032947923625252	0.722321953913455	0.0099216762746325
100041546	Ly6c2	mRNA	1.50506025793308	1.10885273739173	-0.396207520541353	2.94057963106059E-8	1.26402309645E-4	0.105709059921241
100041574	9030025P20Rik	mRNA	0.0313105779007052	0.0690800230970293	0.037769445196324	0.850699631159868	0.605342004179282	0.788980617496256
100041581	Zkscan16	mRNA	0.479200061030192	-0.151187899225336	-0.630387960255528	2.8860548112087896E-36	7.237224631617E-4	6.24284775579098E-60
100041585	Amd2	mRNA	-0.188995391673452	0.0640501904001832	0.253045582073636	0.626000434017287	0.862356208519338	0.443480751738754
100041586	Gm3417	mRNA	-1.34630282260176	0.203560157165558	1.54986297976732	0.325090252405404	0.861017342719341	0.19062571575213
100041593	LOC100041593	mRNA	0.759263182884351	-0.236304102587745	-0.995567285472096	0.0014563935936427	0.460256617437413	2.01963781151519E-5
100041599	LOC100041599	mRNA	0.549116037688855	-0.124202406106253	-0.673318443795109	2.80638563762547E-34	0.0246289877203861	9.08905082167337E-50
100041621	Gm3435	mRNA	0.198474495507351	0.127389975032438	-0.071084520474913	0.328126669487102	0.522972052342116	0.731587704291811
100041639	Gm3448	mRNA	-3.55533686108319	-0.0979481569095578	3.45738870417363	0.059651850167893	0.946288948453198	0.0566540759808592
100041677	Zfp984	mRNA	0.0359334445797914	-0.19773895455434	-0.233672399134132	0.894092590583581	0.324154691580954	0.234888313355667
100041678	Gm3500	mRNA	0.814339236697129	-0.462223492137365	-1.27656272883449	0.0053606984298559	0.225857169269029	1.25727077192986E-5
100041702	Gm3476	mRNA	-0.80723634693111	0.4547683433201	1.26200469025121	0.609105599528325	0.696641824903991	0.299306129547092
100041722	1700049E17Rik2	mRNA	-0.182738633771108	-0.069228488615804	0.113510145155304	0.75525035546649	0.900970718246421	0.836403729940055
100041734	4930522L14Rik	mRNA	-0.07669199291325	-0.0323407327610837	0.0443512601521661	0.79919706667004	0.910693945052012	0.87657282755219
100041735	Gm3488	mRNA	0.393480005538485	0.0114945524512754	-0.38198545308721	0.0303230509244183	0.97506598882718	0.0263241543504506
100041840	Gm10408	mRNA	0.233856465588429	0.109891046082987	-0.123965419505442	0.842979693620425	0.924557578119066	0.91532152503448
100041874	Gm3558	mRNA	0.224807998220204	0.0224234901018413	-0.202384508118363	0.164718458264998	0.913438989275857	0.183766434446181
100041953	Sap18b	mRNA	-0.0152730628691498	0.182546093448911	0.197819156318061	0.785130580429174	1.93027195031945E-7	1.93873160613225E-8
100041979	Gm3604	mRNA	0.319521764232262	0.393851601483203	0.0743298372509409	0.271664098624438	0.120146568945854	0.800962676814775
100042074	Gm3650	mRNA	0.139555747047496	0.354230282156682	0.214674535109186	0.550026518196733	0.0426419756440942	0.244700927795658
100042100	Gm3667	mRNA	0.437968486342805	-0.130061793986046	-0.56803028032885	0.138431716612258	0.715829510062864	0.0373278124005122
100042149	Gm3696	mRNA	0.280648086435509	-0.176419342523597	-0.457067428959107	0.090068469933064	0.325601895454356	0.0025341264138569
100042150	Nrg2	mRNA	-0.144170677554974	-0.107727618311677	0.0364430592432974	0.0028477494006517	0.0218600216941623	0.52316261315874
100042165	Thoc2l	mRNA	0.200900202155174	0.0223048360719617	-0.178595366083212	0.0193218317278524	0.839457246348682	0.0297282653707348
100042235	Gm3739	mRNA	0.525359167993426	0.221487486374391	-0.303871681619035	0.0155174319297613	0.363224750766633	0.15131450852033
100042304	Gm38418	mRNA	0.375327703141597	-0.416266219377778	-0.791593922519375	0.589824697482842	0.558306364765417	0.194616463606116
100042450	Smim17	mRNA	0.53497023882749	-0.303951617706972	-0.838921856534461	2.80483590247748E-8	0.0078943110879577	7.16927709618225E-18
100042480	Nhsl2	mRNA	-0.0996908705101459	-0.300562389964002	-0.200871519453856	0.0116349031700785	4.95345134878888E-17	7.95507625907858E-8
100042493	Ccl21b	mRNA	-0.510371649710378	0.228640221826928	0.739011871537307	7.63798927897282E-8	0.0074743215005411	2.6408476288240902E-17
100042503	Ndufb4b	mRNA	0.243240640737697	1.48145181748467	1.23821117674698	0.913670813382125	0.227707838833978	0.309236202569493
100042555	Gm13305	mRNA	-2.13752605688751	1.39206967697951	3.52959573386702	0.127133387480215	0.0422555045700851	1.819877248494E-4
100042591	Vmn2r31	mRNA	1.03442662590179	1.98592440034546	0.951497774443672	0.79308788203942	0.449885601245763	0.690733622830104
100042688	Gm10302	mRNA	-0.550535874819367	-1.59903810037569	-1.04850222555633	0.857944133063757	0.587972787640436	0.762229573578683
100042698	Gm3973	mRNA	1.55984087844442	0.232788719852045	-1.32705215859237	0.0351937339371272	0.838140863101526	0.0514541943802678
100042715	Gm3985	mRNA	0.510627987859029	-0.1954053643691	-0.706033352228129	0.734631943231265	0.907791698151547	0.603589644606423
100042784	Prdm11	mRNA	-0.100346674593538	-0.231163989131059	-0.130817314537521	0.183101150302168	3.306981920667E-4	0.0636241633174294
100042807	Eif3j2	mRNA	-0.0279907923245511	-0.167211996410725	-0.139221204086174	0.924466677613119	0.423968677786939	0.526993608286019
100042856	Gm4070	mRNA	-0.559616847242728	-0.270566586736035	0.289050260506693	9.434753432629E-4	0.102430948161872	0.118301835996288
100042891	Vmn2r47	mRNA	-0.550535874819367	-1.59903810037569	-1.04850222555633	0.857944133063757	0.587972787640436	0.762229573578683
100042945	Gm4120	mRNA	0.579227260983331	0.454972140192569	-0.124255120790762	0.0024757024813169	0.0171041257418642	0.549083745724409
100042960	Gm4131	mRNA	-1.06510904764912	-1.3360036945419	-0.270894646892776	0.1947529990193	0.0833120359494604	0.816750830807096
100043123	Cd300ld4	mRNA	-0.448174157189689	0.141318082991286	0.589492240180975	0.776941461666812	0.920286204223754	0.659604524978935
100043133	9130023H24Rik	mRNA	-0.0209458484883379	-0.008668190622075	0.0122776578662627	0.924392272684448	0.97420347076053	0.960078824843204
100043254	Nps	mRNA	1.3969967052865	-0.014075599654538	-1.41107230494104	0.0048985425728726	1.0	0.0029541944795372
100043272	Inafm2	mRNA	-0.191737030405494	-0.171418663404339	0.0203183670011551	4.68050147117301E-7	3.50900846093793E-6	0.68766056660232
100043314	Tigit	mRNA	0.0150285333727058	-0.234094611094593	-0.249123144467299	0.786745534924876	3.02801255733726E-10	2.0693611451738298E-11
100043332	Ankrd66	mRNA	-0.0766046864869543	0.137927493790513	0.214532180277467	0.9145529001453	0.804594344442354	0.691897018991873
100043381	Gm14308	mRNA	0.33776016779209	0.526069735863497	0.188309568071408	4.31925543525886E-10	8.22570886049873E-26	1.667936071689E-4
100043387	Gm14305	mRNA	0.390938786793085	0.103705049590939	-0.287233737202146	1.291119950442E-4	0.395435015204309	0.0039159877513644
100043403	Gm14410	mRNA	0.631729099937318	0.239699339449259	-0.392029760488058	5.6540639493570605E-25	4.365488909178E-4	3.30430079988309E-11
100043468	Zfp955b	mRNA	-0.106084637073232	-0.180566624305261	-0.0744819872320292	0.045582414048879	1.453334145809E-4	0.170836123466206
100043497	Nat8f7	mRNA	0.381576366278958	0.833821053605428	0.45224468732647	0.591994102661793	0.106994641643081	0.395281087064647
100043597	Srcap	mRNA	-0.0556150580215989	-0.249798069713499	-0.194183011691901	0.0377853458738469	1.5313003805635E-26	6.029865257536301E-16
100043684	Amy2a4	mRNA	-0.978870196711668	-1.027372422268	-0.0485022255563276	0.795133809258323	0.756598379832077	0.990469310522787
100043686	Amy2a3	mRNA	-0.978870196711668	-1.027372422268	-0.0485022255563276	0.795133809258323	0.756598379832077	0.990469310522787
100043688	Amy2a2	mRNA	-0.978870196711668	-1.027372422268	-0.0485022255563276	0.795133809258323	0.756598379832077	0.990469310522787
100043757	Zfp831	mRNA	-0.101568591342868	-0.136865278099928	-0.03529668675706	0.253375489360547	0.0810159378929373	0.71537880203903
100043772	Zfp850	mRNA	0.104474123430047	0.135772609086839	0.0312984856567916	0.461227758431558	0.265155288199417	0.826875035246951
100043813	Rps27rt	mRNA	0.213599839974397	-0.0893630261745425	-0.302962866148939	2.052527966901E-4	0.165714101560687	3.60515688027722E-8
100043861	Klrb1	mRNA	-0.96557337409821	-2.01407559965454	-1.04850222555633	0.5913990484363	0.25545772849998	0.661242160718568
100043914	Zfp968	mRNA	1.12536165905893	0.879543924026209	-0.245817735032725	0.31087385956483	0.423016015645167	0.811358157428813
100043915	Gm4724	mRNA	-0.0391086695604408	0.460430144703304	0.499538814263745	0.635279994596515	2.3612253253051E-19	4.295623699041939E-22
100043920	Fam205a4	mRNA	2.17457972806567	2.06686506061695	-0.107714667448728	1.29811752046683E-39	2.01490922410141E-35	0.462442501404389
100043921	LOC100043921	mRNA	0.0618842872641296	0.0950218251357896	0.0331375378716599	0.92029720829151	0.849714786928312	0.962250688205322
100044193	Gm20939	mRNA	0.279478587617912	0.272486084896049	-0.0069925027218637	0.215996899419374	0.190444138499919	0.988201657917482
100044509	Tgfbr3l	mRNA	0.950595035098319	0.457992844660685	-0.492602190437634	1.071331432169E-4	0.101769301922786	0.0341037810190661
100044627	LOC100044627	mRNA	-0.0370238091331452	0.216895531249319	0.253919340382464	0.610536445586626	1.04486922431885E-5	2.68994496447645E-7
100045778	Rnf223	mRNA	0.0729007737164246	-0.157439774825716	-0.230340548542141	0.852755730233482	0.636714705049201	0.464579479151535
100045792	Ect2l	mRNA	-0.249366340098801	-0.0665430195486735	0.182823320550128	0.692101794516691	0.91419000066783	0.752736678638397
100046950	Gm17778	mRNA	-0.572230945918685	-0.620733171475013	-0.0485022255563276	0.464369176924673	0.375881894004623	0.972640609827495
100048534	Cfap43	mRNA	0.395763105347387	0.153381146197025	-0.242381959150362	0.0522289797965333	0.500108564216106	0.224531535831291
100048644	Pet117	mRNA	3.21737830764034	0.514172510072297	-2.70320579756804	0.0038742113326339	0.819802176511418	0.0059556649651645
100048658	Ddx43	mRNA	-0.550535874819366	-3.18400060109685	-2.63346472627748	0.627026839579924	0.0160555346670895	0.0835300709100795
100061	Lrrc19	mRNA	1.17193014965172	-0.014075599654538	-1.18600574930626	0.0712702620411295	1.0	0.051839898153468
100072	Camta1	mRNA	-0.0173313625524057	-0.225463261871005	-0.208131899318599	0.264642717459593	8.892657001864031E-76	1.23213231136682E-63
100073351	Yy2	mRNA	-0.464026881564691	-0.370867957897428	0.0931589236672632	0.0183755917883225	0.0467762496201226	0.707275734815545
100087	Kti12	mRNA	-0.273478051986581	-0.0217129655101388	0.251765086476442	4.981609166652E-4	0.824441907405332	9.939083444797E-4
100088	Rcc1	mRNA	-0.207528061813176	-0.0649247411502912	0.142603320662885	0.0316913111664555	0.529441295926502	0.142187848736821
100090	Zbtb48	mRNA	-0.0067425630746165	0.174181224560031	0.180923787634648	0.967901095023518	0.0298089169670241	0.0249119248926575
100101806	Srp54c	mRNA	0.148879667110743	0.0576958284167756	-0.0911838386939678	1.14290564131932E-6	0.0808253642626895	0.0029730038419871
100101807	Fam177a2	mRNA	0.216572977693322	0.0631205442920756	-0.153452433401246	1.805844358898E-4	0.341434394888729	0.007119534483768
100101919	Dnah7c	mRNA	0.0344266259017895	-0.432600880043661	-0.467027505945451	0.934117132694064	0.118840986161895	0.0896689586880706
100102	Pcsk9	mRNA	0.554433684782176	-0.041556336076645	-0.595990020858821	0.0787022028329749	0.92772690530799	0.0434628880947473
100113398	Adat3	mRNA	-0.0240690234083545	0.0049075037130356	0.02897652712139	0.941312199904841	0.998825262478031	0.917728324302343
100121	Tdrd7	mRNA	-0.0350456729535165	-0.157149381447418	-0.122103708493902	0.554172039555374	4.110224774972E-4	0.0084242177409086
100125586	Vmn2r2	mRNA	-0.897256431158016	-0.514938160194573	0.382318270963443	0.0575892131139625	0.242630797169054	0.493454456013277
100126824	Sco2	mRNA	-0.0763246915852698	0.164452599197886	0.240777290783156	0.35185291819985	0.0100452653810149	1.32526787927E-4
100129	Gpr153	mRNA	-0.171979011124706	-0.241672589625426	-0.0696935785007195	1.23420353807413E-7	1.39882000635726E-14	0.05423707143366
100141474	4933428G20Rik	mRNA	0.451351994545758	0.264024996122388	-0.18732699842337	0.0987631279227657	0.352126375326126	0.498402725900279
100155	Shoc1	mRNA	-0.206581473602005	-0.255083699158333	-0.0485022255563276	0.831446572314704	0.760387549793703	0.972640609827495
100163	Pafah2	mRNA	0.118553754588872	0.173145021996649	0.0545912674077769	0.370067361619207	0.122339226784811	0.675571938679419
100169	Phactr4	mRNA	6.520697586942E-4	-0.12725658992779	-0.127908659686484	0.995417762387057	0.0996987928692547	0.100781727363024
100169864	Gm44504	mRNA	-0.497481689832682	0.134840933497162	0.632322623329843	0.273504767216117	0.755919356114066	0.107877893339628
100169868	Gm3173	mRNA	0.299007210446883	-0.0736324443349931	-0.372639654781876	0.548063263939871	0.895114178036619	0.399880097341392
100169871	Gm10910	mRNA	0.111732352069238	0.465667589012121	0.353935236942883	0.708717807881915	0.0217848844443144	0.087948144319037
100177	Zmym6	mRNA	-2.135746186671E-4	-0.248977153889993	-0.248763579271326	0.997476608541503	2.10448893246307E-8	2.64264603002112E-8
100182	Akna	mRNA	0.094207854227206	0.0188390228181966	-0.0753688314090095	0.451091221302064	0.890490610331118	0.51949540839882
100188919	Gm45915	mRNA	2.35635472078915	1.57088690106662	-0.785467819722534	0.17813845668639	0.428340835394455	0.575450154967773
100198	H6pd	mRNA	-0.0236304756879851	-0.0879000171026284	-0.0642695414146434	0.83829755351271	0.316435260354436	0.492788283656379
100201	Tmem64	mRNA	-0.156825043109906	-0.089684176564781	0.0671408665451246	3.89037429361718E-6	0.0082286042227622	0.0665096989351254
100206	Adprhl2	mRNA	0.0416042279748374	0.207288528665541	0.165684300690704	0.70945490480392	0.0070548924057349	0.0362306135808719
100210	Gpn2	mRNA	-0.103942341809844	0.0801148801272756	0.184057221937119	0.343807816551831	0.420146718654882	0.0438683389101022
100213	Rusc2	mRNA	-0.0201394633837507	-0.0680610107109118	-0.0479215473271612	0.484433304157967	0.002198111015429	0.0408927988738958
100216474	Ttll2	mRNA	2.03442662590179	-0.014075599654538	-2.04850222555633	0.289632807674938	0.999520528318976	0.248769960516612
100226	Stx12	mRNA	0.0382727893125192	-0.0122281615095815	-0.0505009508221008	0.152706315647724	0.675581660920855	0.0357698098004641
100233175	Gon7	mRNA	-0.0652797518971469	0.198897964038279	0.264177715935426	0.634906013265688	0.0440918953052988	0.0068570580243595
100233207	Gm17359	mRNA	-0.96557337409821	-1.01407559965454	-0.0485022255563276	0.717116655609024	0.669920490538905	0.990185018753982
100233208	Gm10778	mRNA	0.102288353678834	-0.0017219360226693	-0.104010289701504	0.403149777433345	1.0	0.35209387338649
100270744	Btbd18	mRNA	1.03442662590179	0.471351227515704	-0.563075398386086	0.314912984408963	0.684134464886406	0.552854247814228
100271704	Gm17660	mRNA	-0.96557337409821	-1.01407559965454	-0.0485022255563276	0.494953707088689	0.423457840356685	0.987924959243023
100273	Osbpl9	mRNA	0.0508405424900117	-0.0117384343941754	-0.0625789768841873	0.130630034301934	0.758170596575599	0.0406431211499277
100294583	Alkal2	mRNA	0.0344266259017895	-0.164964827132799	-0.199391453034589	0.975975594866218	0.809094867631571	0.765219522930819
100302688	Gm17455	mRNA	0.149903843321725	0.101401617765398	-0.0485022255563276	0.821705754492942	0.869143636741745	0.949250977454876
100303732	Zfp967	mRNA	-0.135396174634578	-0.384783109330273	-0.249386934695695	0.423247617466484	0.0056435131883502	0.100638729285324
